Starting CPU scheduling experiment
Number of processes: 30
Total runtime: 1000 ms
Sampling interval: 100 ms
Loops per millisecond: 3775012
Loops per interval: 377501200
Estimating workload which takes just one millisecond...
Start time: 2024-12-19T13:23:31.750521+08:00

Worker ID  PID        Elapsed (ms)    Progress (%)    Current Time                  
10         40534      100             10.00           2024-12-19T13:23:33.241642+08:00
10         40534      100             10.00           2024-12-19T13:23:33.327079+08:00
19         40532      100             10.00           2024-12-19T13:23:33.223474+08:00
19         40532      100             10.00           2024-12-19T13:23:33.327102+08:00
12         40536      200             20.00           2024-12-19T13:23:33.333424+08:00
28         40535      200             20.00           2024-12-19T13:23:33.338297+08:00
3          40512      500             50.00           2024-12-19T13:23:33.347693+08:00
6          40533      200             20.00           2024-12-19T13:23:33.348024+08:00
18         40520      500             50.00           2024-12-19T13:23:33.348838+08:00
23         40516      400             40.00           2024-12-19T13:23:33.350532+08:00
1          40521      300             30.00           2024-12-19T13:23:33.357713+08:00
7          40538      100             10.00           2024-12-19T13:23:33.256035+08:00
7          40538      100             10.00           2024-12-19T13:23:33.360409+08:00
14         40526      300             30.00           2024-12-19T13:23:33.261221+08:00
14         40526      300             30.00           2024-12-19T13:23:33.360533+08:00
26         40519      500             50.00           2024-12-19T13:23:33.36258+08:00
8          40524      600             60.00           2024-12-19T13:23:33.365719+08:00
13         40537      200             20.00           2024-12-19T13:23:33.374366+08:00
11         40511      500             50.00           2024-12-19T13:23:33.37439+08:00
22         40522      400             40.00           2024-12-19T13:23:33.376814+08:00
9          40525      300             30.00           2024-12-19T13:23:33.370061+08:00
29         40509      500             50.00           2024-12-19T13:23:33.396937+08:00
14         40526      400             40.00           2024-12-19T13:23:33.399397+08:00
10         40534      200             20.00           2024-12-19T13:23:33.403789+08:00
15         40528      300             30.00           2024-12-19T13:23:33.418428+08:00
16         40527      300             30.00           2024-12-19T13:23:33.419105+08:00
24         40510      500             50.00           2024-12-19T13:23:33.421873+08:00
0          40515      700             70.00           2024-12-19T13:23:33.425515+08:00
21         40529      400             40.00           2024-12-19T13:23:33.430325+08:00
27         40531      100             10.00           2024-12-19T13:23:33.391324+08:00
2          40530      400             40.00           2024-12-19T13:23:33.437594+08:00
4          40513      600             60.00           2024-12-19T13:23:33.441855+08:00
25         40523      500             50.00           2024-12-19T13:23:33.464755+08:00
18         40520      600             60.00           2024-12-19T13:23:33.485621+08:00
17         40518      600             60.00           2024-12-19T13:23:33.486097+08:00
9          40525      400             40.00           2024-12-19T13:23:33.486983+08:00
27         40531      300             30.00           2024-12-19T13:23:33.492382+08:00
26         40519      600             60.00           2024-12-19T13:23:33.492725+08:00
15         40528      500             50.00           2024-12-19T13:23:33.497875+08:00
12         40536      300             30.00           2024-12-19T13:23:33.502082+08:00
8          40524      700             70.00           2024-12-19T13:23:33.503913+08:00
22         40522      500             50.00           2024-12-19T13:23:33.504045+08:00
20         40517      600             60.00           2024-12-19T13:23:33.511284+08:00
28         40535      300             30.00           2024-12-19T13:23:33.514553+08:00
10         40534      300             30.00           2024-12-19T13:23:33.515241+08:00
23         40516      500             50.00           2024-12-19T13:23:33.524925+08:00
14         40526      700             70.00           2024-12-19T13:23:33.530617+08:00
7          40538      300             30.00           2024-12-19T13:23:33.531318+08:00
19         40532      300             30.00           2024-12-19T13:23:33.533107+08:00
1          40521      400             40.00           2024-12-19T13:23:33.533248+08:00
13         40537      300             30.00           2024-12-19T13:23:33.535968+08:00
6          40533      300             30.00           2024-12-19T13:23:33.550731+08:00
29         40509      600             60.00           2024-12-19T13:23:33.55997+08:00
9          40525      500             50.00           2024-12-19T13:23:33.563433+08:00
0          40515      800             80.00           2024-12-19T13:23:33.564835+08:00
25         40523      600             60.00           2024-12-19T13:23:33.568922+08:00
11         40511      700             70.00           2024-12-19T13:23:33.569684+08:00
16         40527      400             40.00           2024-12-19T13:23:33.57071+08:00
5          40514      500             50.00           2024-12-19T13:23:33.57383+08:00
3          40512      600             60.00           2024-12-19T13:23:33.574873+08:00
2          40530      500             50.00           2024-12-19T13:23:33.574937+08:00
21         40529      500             50.00           2024-12-19T13:23:33.578359+08:00
24         40510      600             60.00           2024-12-19T13:23:33.581762+08:00
4          40513      700             70.00           2024-12-19T13:23:33.586193+08:00
27         40531      500             50.00           2024-12-19T13:23:33.600211+08:00
17         40518      700             70.00           2024-12-19T13:23:33.611061+08:00
23         40516      600             60.00           2024-12-19T13:23:33.611657+08:00
15         40528      600             60.00           2024-12-19T13:23:33.613474+08:00
8          40524      800             80.00           2024-12-19T13:23:33.616993+08:00
7          40538      400             40.00           2024-12-19T13:23:33.619645+08:00
1          40521      500             50.00           2024-12-19T13:23:33.621283+08:00
12         40536      400             40.00           2024-12-19T13:23:33.6249+08:00
14         40526      800             80.00           2024-12-19T13:23:33.63845+08:00
26         40519      700             70.00           2024-12-19T13:23:33.640786+08:00
10         40534      400             40.00           2024-12-19T13:23:33.643835+08:00
28         40535      400             40.00           2024-12-19T13:23:33.644644+08:00
18         40520      700             70.00           2024-12-19T13:23:33.645568+08:00
22         40522      600             60.00           2024-12-19T13:23:33.652085+08:00
24         40510      700             70.00           2024-12-19T13:23:33.652307+08:00
23         40516      700             70.00           2024-12-19T13:23:33.656454+08:00
19         40532      400             40.00           2024-12-19T13:23:33.665921+08:00
6          40533      400             40.00           2024-12-19T13:23:33.666475+08:00
20         40517      700             70.00           2024-12-19T13:23:33.668401+08:00
2          40530      600             60.00           2024-12-19T13:23:33.675549+08:00
16         40527      500             50.00           2024-12-19T13:23:33.692915+08:00
9          40525      600             60.00           2024-12-19T13:23:33.697851+08:00
25         40523      700             70.00           2024-12-19T13:23:33.697931+08:00
0          40515      900             90.00           2024-12-19T13:23:33.698379+08:00
27         40531      600             60.00           2024-12-19T13:23:33.712113+08:00
11         40511      800             80.00           2024-12-19T13:23:33.714377+08:00
13         40537      400             40.00           2024-12-19T13:23:33.717897+08:00
21         40529      600             60.00           2024-12-19T13:23:33.719102+08:00
4          40513      800             80.00           2024-12-19T13:23:33.727071+08:00
1          40521      700             70.00           2024-12-19T13:23:33.727892+08:00
29         40509      700             70.00           2024-12-19T13:23:33.731723+08:00
17         40518      800             80.00           2024-12-19T13:23:33.740448+08:00
8          40524      900             90.00           2024-12-19T13:23:33.741031+08:00
22         40522      700             70.00           2024-12-19T13:23:33.744978+08:00
15         40528      700             70.00           2024-12-19T13:23:33.751558+08:00
18         40520      800             80.00           2024-12-19T13:23:33.759838+08:00
9          40525      700             70.00           2024-12-19T13:23:33.761938+08:00
26         40519      800             80.00           2024-12-19T13:23:33.763217+08:00
28         40535      500             50.00           2024-12-19T13:23:33.763795+08:00
7          40538      500             50.00           2024-12-19T13:23:33.767316+08:00
14         40526      900             90.00           2024-12-19T13:23:33.767721+08:00
3          40512      700             70.00           2024-12-19T13:23:33.770963+08:00
12         40536      500             50.00           2024-12-19T13:23:33.772125+08:00
19         40532      500             50.00           2024-12-19T13:23:33.788409+08:00
10         40534      500             50.00           2024-12-19T13:23:33.791775+08:00
2          40530      700             70.00           2024-12-19T13:23:33.795015+08:00
25         40523      800             80.00           2024-12-19T13:23:33.797528+08:00
8          40524      1000            100.00          2024-12-19T13:23:33.809737+08:00
5          40514      600             60.00           2024-12-19T13:23:33.811515+08:00
6          40533      500             50.00           2024-12-19T13:23:33.817005+08:00
0          40515      1000            100.00          2024-12-19T13:23:33.81886+08:00
16         40527      600             60.00           2024-12-19T13:23:33.825227+08:00
27         40531      700             70.00           2024-12-19T13:23:33.826532+08:00
24         40510      900             90.00           2024-12-19T13:23:33.82996+08:00
20         40517      800             80.00           2024-12-19T13:23:33.833243+08:00
17         40518      900             90.00           2024-12-19T13:23:33.838034+08:00
1          40521      800             80.00           2024-12-19T13:23:33.843681+08:00
21         40529      700             70.00           2024-12-19T13:23:33.845644+08:00
12         40536      600             60.00           2024-12-19T13:23:33.847214+08:00
13         40537      500             50.00           2024-12-19T13:23:33.847231+08:00
22         40522      800             80.00           2024-12-19T13:23:33.858919+08:00
9          40525      800             80.00           2024-12-19T13:23:33.86478+08:00
29         40509      800             80.00           2024-12-19T13:23:33.869998+08:00
14         40526      1000            100.00          2024-12-19T13:23:33.873364+08:00
7          40538      600             60.00           2024-12-19T13:23:33.881053+08:00
12         40536      700             70.00           2024-12-19T13:23:33.884794+08:00
25         40523      900             90.00           2024-12-19T13:23:33.887557+08:00
18         40520      900             90.00           2024-12-19T13:23:33.890852+08:00
23         40516      900             90.00           2024-12-19T13:23:33.892368+08:00
26         40519      900             90.00           2024-12-19T13:23:33.894735+08:00
15         40528      800             80.00           2024-12-19T13:23:33.897496+08:00
11         40511      900             90.00           2024-12-19T13:23:33.897743+08:00
10         40534      600             60.00           2024-12-19T13:23:33.902461+08:00
27         40531      800             80.00           2024-12-19T13:23:33.906423+08:00
2          40530      800             80.00           2024-12-19T13:23:33.917622+08:00
19         40532      600             60.00           2024-12-19T13:23:33.923968+08:00
3          40512      800             80.00           2024-12-19T13:23:33.924433+08:00
6          40533      600             60.00           2024-12-19T13:23:33.929719+08:00
16         40527      700             70.00           2024-12-19T13:23:33.936539+08:00
28         40535      800             80.00           2024-12-19T13:23:33.942905+08:00
20         40517      900             90.00           2024-12-19T13:23:33.949608+08:00
22         40522      900             90.00           2024-12-19T13:23:33.955596+08:00
21         40529      800             80.00           2024-12-19T13:23:33.961057+08:00
25         40523      1000            100.00          2024-12-19T13:23:33.966495+08:00
24         40510      1000            100.00          2024-12-19T13:23:33.970044+08:00
7          40538      700             70.00           2024-12-19T13:23:33.97491+08:00
1          40521      900             90.00           2024-12-19T13:23:33.979402+08:00
3          40512      900             90.00           2024-12-19T13:23:33.98128+08:00
5          40514      700             70.00           2024-12-19T13:23:33.990761+08:00
27         40531      1000            100.00          2024-12-19T13:23:33.993431+08:00
20         40517      1000            100.00          2024-12-19T13:23:33.993973+08:00
13         40537      600             60.00           2024-12-19T13:23:33.999873+08:00
18         40520      1000            100.00          2024-12-19T13:23:34.002367+08:00
12         40536      900             90.00           2024-12-19T13:23:34.003532+08:00
23         40516      1000            100.00          2024-12-19T13:23:34.010537+08:00
15         40528      900             90.00           2024-12-19T13:23:34.011021+08:00
10         40534      700             70.00           2024-12-19T13:23:34.014482+08:00
29         40509      900             90.00           2024-12-19T13:23:34.014942+08:00
26         40519      1000            100.00          2024-12-19T13:23:34.018949+08:00
6          40533      700             70.00           2024-12-19T13:23:34.028178+08:00
11         40511      1000            100.00          2024-12-19T13:23:34.030136+08:00
9          40525      1000            100.00          2024-12-19T13:23:34.031834+08:00
2          40530      900             90.00           2024-12-19T13:23:34.032791+08:00
19         40532      700             70.00           2024-12-19T13:23:34.034983+08:00
16         40527      800             80.00           2024-12-19T13:23:34.039704+08:00
21         40529      1000            100.00          2024-12-19T13:23:34.046099+08:00
28         40535      900             90.00           2024-12-19T13:23:34.051071+08:00
3          40512      1000            100.00          2024-12-19T13:23:34.051177+08:00
1          40521      1000            100.00          2024-12-19T13:23:34.054159+08:00
7          40538      800             80.00           2024-12-19T13:23:34.062498+08:00
13         40537      700             70.00           2024-12-19T13:23:34.064355+08:00
5          40514      800             80.00           2024-12-19T13:23:34.067492+08:00
29         40509      1000            100.00          2024-12-19T13:23:34.078119+08:00
6          40533      800             80.00           2024-12-19T13:23:34.080972+08:00
28         40535      1000            100.00          2024-12-19T13:23:34.0962+08:00
12         40536      1000            100.00          2024-12-19T13:23:34.098597+08:00
10         40534      900             90.00           2024-12-19T13:23:34.106533+08:00
19         40532      900             90.00           2024-12-19T13:23:34.123654+08:00
5          40514      900             90.00           2024-12-19T13:23:34.141314+08:00
13         40537      900             90.00           2024-12-19T13:23:34.158707+08:00
6          40533      1000            100.00          2024-12-19T13:23:34.161365+08:00
5          40514      1000            100.00          2024-12-19T13:23:34.210073+08:00

Experiment completed at 2024-12-19T13:23:34.210343+08:00
Total duration: 2.45985675s
