Worker ID  PID        Elapsed (ms)    Progress (%)    Current Time
16         85540      2455            24.55           2024-12-18T14:47:05.347825+08:00
6          85563      2200            22.00           2024-12-18T14:47:05.353497+08:00
11         85555      2359            23.59           2024-12-18T14:47:05.363504+08:00
21         85543      2479            24.79           2024-12-18T14:47:05.364171+08:00
5          85544      2400            24.00           2024-12-18T14:47:05.381553+08:00
9          85558      2354            23.54           2024-12-18T14:47:05.399831+08:00
17         85550      2567            25.67           2024-12-18T14:47:05.401756+08:00
13         85547      2551            25.51           2024-12-18T14:47:05.40898+08:00
1          85554      2400            24.00           2024-12-18T14:47:05.416095+08:00
23         85546      2444            24.44           2024-12-18T14:47:05.417099+08:00
3          85559      2400            24.00           2024-12-18T14:47:05.418694+08:00
8          85557      2386            23.86           2024-12-18T14:47:05.419005+08:00
2          85560      2393            23.93           2024-12-18T14:47:05.419134+08:00
7          85561      2360            23.60           2024-12-18T14:47:05.424768+08:00
14         85553      2200            22.00           2024-12-18T14:47:05.427879+08:00
4          85545      2517            25.17           2024-12-18T14:47:05.42817+08:00
15         85562      2392            23.92           2024-12-18T14:47:05.441685+08:00
0          85552      2583            25.83           2024-12-18T14:47:05.4423+08:00
18         85542      2570            25.70           2024-12-18T14:47:05.444724+08:00
20         85548      2535            25.35           2024-12-18T14:47:05.453887+08:00
10         85551      2610            26.10           2024-12-18T14:47:05.4551+08:00
19         85541      2591            25.91           2024-12-18T14:47:05.458002+08:00
21         85543      2573            25.73           2024-12-18T14:47:05.45846+08:00
12         85556      2408            24.08           2024-12-18T14:47:05.461229+08:00
6          85563      2319            23.19           2024-12-18T14:47:05.4733+08:00
22         85549      2660            26.60           2024-12-18T14:47:05.473906+08:00
5          85544      2500            25.00           2024-12-18T14:47:05.481553+08:00
16         85540      2590            25.90           2024-12-18T14:47:05.48275+08:00
11         85555      2479            24.79           2024-12-18T14:47:05.482827+08:00
21         85543      2621            26.21           2024-12-18T14:47:05.506117+08:00
23         85546      2538            25.38           2024-12-18T14:47:05.510801+08:00
9          85558      2469            24.69           2024-12-18T14:47:05.515065+08:00
13         85547      2663            26.63           2024-12-18T14:47:05.521142+08:00
4          85545      2612            26.12           2024-12-18T14:47:05.523831+08:00
14         85553      2300            23.00           2024-12-18T14:47:05.527877+08:00
17         85550      2693            26.93           2024-12-18T14:47:05.528671+08:00
2          85560      2515            25.15           2024-12-18T14:47:05.541463+08:00
3          85559      2529            25.29           2024-12-18T14:47:05.548249+08:00
18         85542      2675            26.75           2024-12-18T14:47:05.549551+08:00
1          85554      2534            25.34           2024-12-18T14:47:05.550465+08:00
8          85557      2518            25.18           2024-12-18T14:47:05.550937+08:00
7          85561      2488            24.88           2024-12-18T14:47:05.552643+08:00
20         85548      2637            26.37           2024-12-18T14:47:05.555682+08:00
6          85563      2412            24.12           2024-12-18T14:47:05.565549+08:00
0          85552      2709            27.09           2024-12-18T14:47:05.568912+08:00
10         85551      2725            27.25           2024-12-18T14:47:05.569452+08:00
19         85541      2713            27.13           2024-12-18T14:47:05.579564+08:00
12         85556      2530            25.30           2024-12-18T14:47:05.582943+08:00
21         85543      2700            27.00           2024-12-18T14:47:05.584852+08:00
15         85562      2547            25.47           2024-12-18T14:47:05.596738+08:00
5          85544      2620            26.20           2024-12-18T14:47:05.60251+08:00
16         85540      2712            27.12           2024-12-18T14:47:05.604707+08:00
11         85555      2602            26.02           2024-12-18T14:47:05.606537+08:00
22         85549      2795            27.95           2024-12-18T14:47:05.60861+08:00
23         85546      2640            26.40           2024-12-18T14:47:05.612921+08:00
14         85553      2403            24.03           2024-12-18T14:47:05.631219+08:00
13         85547      2785            27.85           2024-12-18T14:47:05.64271+08:00
9          85558      2600            26.00           2024-12-18T14:47:05.645797+08:00
4          85545      2740            27.40           2024-12-18T14:47:05.651646+08:00
8          85557      2621            26.21           2024-12-18T14:47:05.653238+08:00
17         85550      2823            28.23           2024-12-18T14:47:05.657928+08:00
1          85554      2647            26.47           2024-12-18T14:47:05.663299+08:00
6          85563      2511            25.11           2024-12-18T14:47:05.664623+08:00
3          85559      2647            26.47           2024-12-18T14:47:05.665693+08:00
2          85560      2641            26.41           2024-12-18T14:47:05.667078+08:00
18         85542      2801            28.01           2024-12-18T14:47:05.676229+08:00
20         85548      2758            27.58           2024-12-18T14:47:05.676826+08:00
5          85544      2702            27.02           2024-12-18T14:47:05.684127+08:00
7          85561      2620            26.20           2024-12-18T14:47:05.684699+08:00
0          85552      2827            28.27           2024-12-18T14:47:05.687259+08:00
21         85543      2802            28.02           2024-12-18T14:47:05.687548+08:00
10         85551      2848            28.48           2024-12-18T14:47:05.692281+08:00
19         85541      2830            28.30           2024-12-18T14:47:05.696991+08:00
12         85556      2653            26.53           2024-12-18T14:47:05.706048+08:00
23         85546      2739            27.39           2024-12-18T14:47:05.711861+08:00
16         85540      2824            28.24           2024-12-18T14:47:05.717231+08:00
15         85562      2673            26.73           2024-12-18T14:47:05.722844+08:00
14         85553      2500            25.00           2024-12-18T14:47:05.727875+08:00
22         85549      2930            29.30           2024-12-18T14:47:05.743095+08:00
11         85555      2741            27.41           2024-12-18T14:47:05.744849+08:00
4          85545      2849            28.49           2024-12-18T14:47:05.759929+08:00
9          85558      2718            27.18           2024-12-18T14:47:05.763514+08:00
6          85563      2622            26.22           2024-12-18T14:47:05.775543+08:00
13         85547      2918            29.18           2024-12-18T14:47:05.775843+08:00
2          85560      2751            27.51           2024-12-18T14:47:05.776944+08:00
20         85548      2859            28.59           2024-12-18T14:47:05.777745+08:00
5          85544      2800            28.00           2024-12-18T14:47:05.781548+08:00
1          85554      2769            27.69           2024-12-18T14:47:05.786049+08:00
8          85557      2755            27.55           2024-12-18T14:47:05.787541+08:00
3          85559      2772            27.72           2024-12-18T14:47:05.791356+08:00
18         85542      2922            29.22           2024-12-18T14:47:05.796363+08:00
0          85552      2939            29.39           2024-12-18T14:47:05.798746+08:00
21         85543      2913            29.13           2024-12-18T14:47:05.798777+08:00
17         85550      2968            29.68           2024-12-18T14:47:05.803255+08:00
19         85541      2944            29.44           2024-12-18T14:47:05.810868+08:00
15         85562      2762            27.62           2024-12-18T14:47:05.811535+08:00
12         85556      2761            27.61           2024-12-18T14:47:05.814275+08:00
20         85548      2904            29.04           2024-12-18T14:47:05.822764+08:00
2          85560      2803            28.03           2024-12-18T14:47:05.829098+08:00
7          85561      2778            27.78           2024-12-18T14:47:05.84283+08:00
14         85553      2618            26.18           2024-12-18T14:47:05.846826+08:00
10         85551      3011            30.11           2024-12-18T14:47:05.855148+08:00
13         85547      3000            30.00           2024-12-18T14:47:05.857446+08:00
12         85556      2808            28.08           2024-12-18T14:47:05.861341+08:00
23         85546      2893            28.93           2024-12-18T14:47:05.866325+08:00
19         85541      3000            30.00           2024-12-18T14:47:05.86645+08:00
15         85562      2819            28.19           2024-12-18T14:47:05.868363+08:00
9          85558      2827            28.27           2024-12-18T14:47:05.8726+08:00
11         85555      2884            28.84           2024-12-18T14:47:05.887919+08:00
16         85540      3018            30.18           2024-12-18T14:47:05.910835+08:00
8          85557      2879            28.79           2024-12-18T14:47:05.911407+08:00
20         85548      3000            30.00           2024-12-18T14:47:05.918397+08:00
2          85560      2900            29.00           2024-12-18T14:47:05.925486+08:00
4          85545      3015            30.15           2024-12-18T14:47:05.926767+08:00
22         85549      3127            31.27           2024-12-18T14:47:05.940682+08:00
9          85558      2900            29.00           2024-12-18T14:47:05.945481+08:00
6          85563      2798            27.98           2024-12-18T14:47:05.951971+08:00
5          85544      2971            29.71           2024-12-18T14:47:05.9533+08:00
13         85547      3100            31.00           2024-12-18T14:47:05.957449+08:00
12         85556      2905            29.05           2024-12-18T14:47:05.957671+08:00
8          85557      2933            29.33           2024-12-18T14:47:05.965192+08:00
19         85541      3100            31.00           2024-12-18T14:47:05.966449+08:00
15         85562      2933            29.33           2024-12-18T14:47:05.982774+08:00
1          85554      2969            29.69           2024-12-18T14:47:05.985578+08:00
21         85543      3102            31.02           2024-12-18T14:47:05.986876+08:00
0          85552      3134            31.34           2024-12-18T14:47:05.994194+08:00
16         85540      3103            31.03           2024-12-18T14:47:05.995775+08:00
23         85546      3024            30.24           2024-12-18T14:47:05.996958+08:00
11         85555      2996            29.96           2024-12-18T14:47:06.000334+08:00
14         85553      2774            27.74           2024-12-18T14:47:06.002322+08:00
17         85550      3168            31.68           2024-12-18T14:47:06.00299+08:00
18         85542      3138            31.38           2024-12-18T14:47:06.012984+08:00
3          85559      2995            29.95           2024-12-18T14:47:06.014166+08:00
4          85545      3130            31.30           2024-12-18T14:47:06.041761+08:00
8          85557      3014            30.14           2024-12-18T14:47:06.046549+08:00
11         85555      3050            30.50           2024-12-18T14:47:06.054277+08:00
7          85561      2992            29.92           2024-12-18T14:47:06.056046+08:00
10         85551      3214            32.14           2024-12-18T14:47:06.058874+08:00
2          85560      3034            30.34           2024-12-18T14:47:06.059637+08:00
9          85558      3014            30.14           2024-12-18T14:47:06.060255+08:00
20         85548      3147            31.47           2024-12-18T14:47:06.065797+08:00
5          85544      3089            30.89           2024-12-18T14:47:06.070526+08:00
6          85563      2920            29.20           2024-12-18T14:47:06.073631+08:00
12         85556      3025            30.25           2024-12-18T14:47:06.078154+08:00
13         85547      3226            32.26           2024-12-18T14:47:06.084024+08:00
19         85541      3224            32.24           2024-12-18T14:47:06.090467+08:00
16         85540      3200            32.00           2024-12-18T14:47:06.092482+08:00
14         85553      2864            28.64           2024-12-18T14:47:06.092679+08:00
23         85546      3127            31.27           2024-12-18T14:47:06.099846+08:00
22         85549      3295            32.95           2024-12-18T14:47:06.108608+08:00
1          85554      3103            31.03           2024-12-18T14:47:06.119816+08:00
21         85543      3235            32.35           2024-12-18T14:47:06.120405+08:00
18         85542      3249            32.49           2024-12-18T14:47:06.123352+08:00
11         85555      3124            31.24           2024-12-18T14:47:06.128169+08:00
14         85553      2909            29.09           2024-12-18T14:47:06.137128+08:00
8          85557      3115            31.15           2024-12-18T14:47:06.147108+08:00
0          85552      3290            32.90           2024-12-18T14:47:06.149927+08:00
6          85563      3000            30.00           2024-12-18T14:47:06.153486+08:00
17         85550      3330            33.30           2024-12-18T14:47:06.165652+08:00
23         85546      3200            32.00           2024-12-18T14:47:06.172349+08:00
3          85559      3154            31.54           2024-12-18T14:47:06.172676+08:00
15         85562      3127            31.27           2024-12-18T14:47:06.177101+08:00
5          85544      3202            32.02           2024-12-18T14:47:06.183783+08:00
10         85551      3342            33.42           2024-12-18T14:47:06.186677+08:00
4          85545      3281            32.81           2024-12-18T14:47:06.192678+08:00
9          85558      3151            31.51           2024-12-18T14:47:06.196983+08:00
20         85548      3290            32.90           2024-12-18T14:47:06.208696+08:00
1          85554      3200            32.00           2024-12-18T14:47:06.216084+08:00
22         85549      3411            34.11           2024-12-18T14:47:06.224112+08:00
16         85540      3333            33.33           2024-12-18T14:47:06.22619+08:00
14         85553      3000            30.00           2024-12-18T14:47:06.227869+08:00
7          85561      3164            31.64           2024-12-18T14:47:06.228915+08:00
2          85560      3214            32.14           2024-12-18T14:47:06.240044+08:00
10         85551      3400            34.00           2024-12-18T14:47:06.244157+08:00
11         85555      3249            32.49           2024-12-18T14:47:06.25277+08:00
12         85556      3203            32.03           2024-12-18T14:47:06.256084+08:00
6          85563      3108            31.08           2024-12-18T14:47:06.261481+08:00
3          85559      3243            32.43           2024-12-18T14:47:06.26188+08:00
13         85547      3407            34.07           2024-12-18T14:47:06.265003+08:00
23         85546      3303            33.03           2024-12-18T14:47:06.275656+08:00
5          85544      3300            33.00           2024-12-18T14:47:06.281541+08:00
21         85543      3396            33.96           2024-12-18T14:47:06.281626+08:00
0          85552      3423            34.23           2024-12-18T14:47:06.282773+08:00
18         85542      3427            34.27           2024-12-18T14:47:06.301348+08:00
19         85541      3436            34.36           2024-12-18T14:47:06.302936+08:00
22         85549      3500            35.00           2024-12-18T14:47:06.312971+08:00
3          85559      3300            33.00           2024-12-18T14:47:06.318453+08:00
15         85562      3271            32.71           2024-12-18T14:47:06.321166+08:00
1          85554      3306            33.06           2024-12-18T14:47:06.322377+08:00
20         85548      3420            34.20           2024-12-18T14:47:06.338865+08:00
10         85551      3500            35.00           2024-12-18T14:47:06.344288+08:00
14         85553      3119            31.19           2024-12-18T14:47:06.347279+08:00
9          85558      3303            33.03           2024-12-18T14:47:06.349205+08:00
8          85557      3317            33.17           2024-12-18T14:47:06.349881+08:00
16         85540      3464            34.64           2024-12-18T14:47:06.356908+08:00
0          85552      3500            35.00           2024-12-18T14:47:06.3593+08:00
4          85545      3452            34.52           2024-12-18T14:47:06.363287+08:00
17         85550      3531            35.31           2024-12-18T14:47:06.366623+08:00
23         85546      3401            34.01           2024-12-18T14:47:06.374167+08:00
7          85561      3311            33.11           2024-12-18T14:47:06.375883+08:00
2          85560      3355            33.55           2024-12-18T14:47:06.381332+08:00
6          85563      3228            32.28           2024-12-18T14:47:06.382137+08:00
5          85544      3401            34.01           2024-12-18T14:47:06.383029+08:00
12         85556      3341            33.41           2024-12-18T14:47:06.394061+08:00
13         85547      3538            35.38           2024-12-18T14:47:06.395511+08:00
21         85543      3518            35.18           2024-12-18T14:47:06.402984+08:00
11         85555      3401            34.01           2024-12-18T14:47:06.405116+08:00
19         85541      3542            35.42           2024-12-18T14:47:06.408913+08:00
22         85549      3610            36.10           2024-12-18T14:47:06.423748+08:00
14         85553      3200            32.00           2024-12-18T14:47:06.427867+08:00
3          85559      3413            34.13           2024-12-18T14:47:06.431753+08:00
1          85554      3423            34.23           2024-12-18T14:47:06.439242+08:00
18         85542      3567            35.67           2024-12-18T14:47:06.441781+08:00
20         85548      3541            35.41           2024-12-18T14:47:06.459898+08:00
0          85552      3603            36.03           2024-12-18T14:47:06.462421+08:00
4          85545      3552            35.52           2024-12-18T14:47:06.463295+08:00
6          85563      3317            33.17           2024-12-18T14:47:06.471407+08:00
10         85551      3628            36.28           2024-12-18T14:47:06.472918+08:00
16         85540      3580            35.80           2024-12-18T14:47:06.472935+08:00
8          85557      3440            34.40           2024-12-18T14:47:06.473031+08:00
15         85562      3427            34.27           2024-12-18T14:47:06.477076+08:00
5          85544      3500            35.00           2024-12-18T14:47:06.481904+08:00
9          85558      3440            34.40           2024-12-18T14:47:06.485565+08:00
17         85550      3657            36.57           2024-12-18T14:47:06.491794+08:00
23         85546      3520            35.20           2024-12-18T14:47:06.492823+08:00
7          85561      3435            34.35           2024-12-18T14:47:06.499114+08:00
12         85556      3456            34.56           2024-12-18T14:47:06.509112+08:00
2          85560      3485            34.85           2024-12-18T14:47:06.511236+08:00
21         85543      3642            36.42           2024-12-18T14:47:06.527375+08:00
14         85553      3302            33.02           2024-12-18T14:47:06.530322+08:00
11         85555      3529            35.29           2024-12-18T14:47:06.533499+08:00
13         85547      3677            36.77           2024-12-18T14:47:06.534516+08:00
19         85541      3671            36.71           2024-12-18T14:47:06.537786+08:00
3          85559      3520            35.20           2024-12-18T14:47:06.539106+08:00
1          85554      3527            35.27           2024-12-18T14:47:06.543779+08:00
22         85549      3736            37.36           2024-12-18T14:47:06.549593+08:00
18         85542      3683            36.83           2024-12-18T14:47:06.558292+08:00
20         85548      3661            36.61           2024-12-18T14:47:06.5799+08:00
5          85544      3600            36.00           2024-12-18T14:47:06.581682+08:00
4          85545      3671            36.71           2024-12-18T14:47:06.582078+08:00
0          85552      3727            37.27           2024-12-18T14:47:06.586697+08:00
16         85540      3700            37.00           2024-12-18T14:47:06.59243+08:00
8          85557      3560            35.60           2024-12-18T14:47:06.59273+08:00
6          85563      3440            34.40           2024-12-18T14:47:06.593793+08:00
9          85558      3552            35.52           2024-12-18T14:47:06.598399+08:00
23         85546      3628            36.28           2024-12-18T14:47:06.600829+08:00
15         85562      3563            35.63           2024-12-18T14:47:06.612289+08:00
10         85551      3772            37.72           2024-12-18T14:47:06.616774+08:00
17         85550      3785            37.85           2024-12-18T14:47:06.620603+08:00
21         85543      3739            37.39           2024-12-18T14:47:06.624468+08:00
12         85556      3573            35.73           2024-12-18T14:47:06.626185+08:00
7          85561      3577            35.77           2024-12-18T14:47:06.641659+08:00
2          85560      3617            36.17           2024-12-18T14:47:06.64301+08:00
14         85553      3418            34.18           2024-12-18T14:47:06.646844+08:00
13         85547      3794            37.94           2024-12-18T14:47:06.652127+08:00
3          85559      3652            36.52           2024-12-18T14:47:06.671047+08:00
17         85550      3838            38.38           2024-12-18T14:47:06.672961+08:00
22         85549      3863            38.63           2024-12-18T14:47:06.676036+08:00
18         85542      3801            38.01           2024-12-18T14:47:06.676114+08:00
19         85541      3810            38.10           2024-12-18T14:47:06.677111+08:00
5          85544      3700            37.00           2024-12-18T14:47:06.681539+08:00
11         85555      3678            36.78           2024-12-18T14:47:06.682522+08:00
0          85552      3824            38.24           2024-12-18T14:47:06.683646+08:00
21         85543      3800            38.00           2024-12-18T14:47:06.684838+08:00
20         85548      3770            37.70           2024-12-18T14:47:06.688446+08:00
1          85554      3678            36.78           2024-12-18T14:47:06.694437+08:00
16         85540      3812            38.12           2024-12-18T14:47:06.705332+08:00
23         85546      3734            37.34           2024-12-18T14:47:06.706868+08:00
8          85557      3675            36.75           2024-12-18T14:47:06.707509+08:00
7          85561      3658            36.58           2024-12-18T14:47:06.722695+08:00
9          85558      3681            36.81           2024-12-18T14:47:06.727123+08:00
14         85553      3500            35.00           2024-12-18T14:47:06.727958+08:00
6          85563      3577            35.77           2024-12-18T14:47:06.730611+08:00
17         85550      3900            39.00           2024-12-18T14:47:06.734751+08:00
4          85545      3836            38.36           2024-12-18T14:47:06.747661+08:00
10         85551      3907            39.07           2024-12-18T14:47:06.751766+08:00
12         85556      3705            37.05           2024-12-18T14:47:06.758248+08:00
8          85557      3727            37.27           2024-12-18T14:47:06.759373+08:00
15         85562      3722            37.22           2024-12-18T14:47:06.772076+08:00
7          85561      3710            37.10           2024-12-18T14:47:06.774744+08:00
21         85543      3900            39.00           2024-12-18T14:47:06.784842+08:00
13         85547      3940            39.40           2024-12-18T14:47:06.798077+08:00
18         85542      3925            39.25           2024-12-18T14:47:06.799881+08:00
2          85560      3778            37.78           2024-12-18T14:47:06.804453+08:00
19         85541      3945            39.45           2024-12-18T14:47:06.811931+08:00
11         85555      3811            38.11           2024-12-18T14:47:06.81486+08:00
23         85546      3854            38.54           2024-12-18T14:47:06.826382+08:00
8          85557      3800            38.00           2024-12-18T14:47:06.832092+08:00
0          85552      3974            39.74           2024-12-18T14:47:06.833545+08:00
20         85548      3922            39.22           2024-12-18T14:47:06.840584+08:00
3          85559      3825            38.25           2024-12-18T14:47:06.843708+08:00
6          85563      3695            36.95           2024-12-18T14:47:06.848791+08:00
1          85554      3834            38.34           2024-12-18T14:47:06.850955+08:00
4          85545      3941            39.41           2024-12-18T14:47:06.85271+08:00
5          85544      3872            38.72           2024-12-18T14:47:06.85366+08:00
14         85553      3635            36.35           2024-12-18T14:47:06.863587+08:00
17         85550      4032            40.32           2024-12-18T14:47:06.86756+08:00
16         85540      3976            39.76           2024-12-18T14:47:06.868437+08:00
22         85549      4057            40.57           2024-12-18T14:47:06.87063+08:00
18         85542      4000            40.00           2024-12-18T14:47:06.874346+08:00
7          85561      3812            38.12           2024-12-18T14:47:06.876838+08:00
12         85556      3832            38.32           2024-12-18T14:47:06.88494+08:00
9          85558      3849            38.49           2024-12-18T14:47:06.895237+08:00
11         85555      3900            39.00           2024-12-18T14:47:06.903558+08:00
4          85545      4000            40.00           2024-12-18T14:47:06.91084+08:00
10         85551      4072            40.72           2024-12-18T14:47:06.916985+08:00
2          85560      3898            38.98           2024-12-18T14:47:06.923833+08:00
16         85540      4033            40.33           2024-12-18T14:47:06.92586+08:00
21         85543      4045            40.45           2024-12-18T14:47:06.929963+08:00
23         85546      3962            39.62           2024-12-18T14:47:06.934804+08:00
20         85548      4030            40.30           2024-12-18T14:47:06.949195+08:00
8          85557      3920            39.20           2024-12-18T14:47:06.952356+08:00
19         85541      4095            40.95           2024-12-18T14:47:06.962327+08:00
15         85562      3913            39.13           2024-12-18T14:47:06.96294+08:00
13         85547      4107            41.07           2024-12-18T14:47:06.964529+08:00
14         85553      3746            37.46           2024-12-18T14:47:06.97392+08:00
18         85542      4100            41.00           2024-12-18T14:47:06.974345+08:00
5          85544      3996            39.96           2024-12-18T14:47:06.978415+08:00
6          85563      3832            38.32           2024-12-18T14:47:06.98574+08:00
16         85540      4100            41.00           2024-12-18T14:47:06.99247+08:00
0          85552      4134            41.34           2024-12-18T14:47:06.994175+08:00
17         85550      4169            41.69           2024-12-18T14:47:07.003976+08:00
3          85559      3987            39.87           2024-12-18T14:47:07.005567+08:00
4          85545      4100            41.00           2024-12-18T14:47:07.010838+08:00
1          85554      4000            40.00           2024-12-18T14:47:07.016189+08:00
11         85555      4023            40.23           2024-12-18T14:47:07.027033+08:00
12         85556      3977            39.77           2024-12-18T14:47:07.029873+08:00
7          85561      3969            39.69           2024-12-18T14:47:07.0332+08:00
9          85558      3988            39.88           2024-12-18T14:47:07.033458+08:00
22         85549      4221            42.21           2024-12-18T14:47:07.034742+08:00
15         85562      4000            40.00           2024-12-18T14:47:07.049172+08:00
21         85543      4165            41.65           2024-12-18T14:47:07.050198+08:00
13         85547      4200            42.00           2024-12-18T14:47:07.05743+08:00
23         85546      4092            40.92           2024-12-18T14:47:07.065135+08:00
2          85560      4041            40.41           2024-12-18T14:47:07.067394+08:00
10         85551      4223            42.23           2024-12-18T14:47:07.068085+08:00
6          85563      3920            39.20           2024-12-18T14:47:07.07411+08:00
0          85552      4220            42.20           2024-12-18T14:47:07.080113+08:00
18         85542      4215            42.15           2024-12-18T14:47:07.089352+08:00
16         85540      4204            42.04           2024-12-18T14:47:07.096558+08:00
5          85544      4118            41.18           2024-12-18T14:47:07.099789+08:00
20         85548      4183            41.83           2024-12-18T14:47:07.10216+08:00
23         85546      4136            41.36           2024-12-18T14:47:07.108502+08:00
14         85553      3883            38.83           2024-12-18T14:47:07.111206+08:00
19         85541      4250            42.50           2024-12-18T14:47:07.117168+08:00
2          85560      4100            41.00           2024-12-18T14:47:07.125471+08:00
8          85557      4094            40.94           2024-12-18T14:47:07.126527+08:00
6          85563      4000            40.00           2024-12-18T14:47:07.153473+08:00
12         85556      4104            41.04           2024-12-18T14:47:07.157049+08:00
13         85547      4300            43.00           2024-12-18T14:47:07.157431+08:00
4          85545      4247            42.47           2024-12-18T14:47:07.158285+08:00
0          85552      4300            43.00           2024-12-18T14:47:07.15929+08:00
15         85562      4114            41.14           2024-12-18T14:47:07.164016+08:00
23         85546      4200            42.00           2024-12-18T14:47:07.172336+08:00
1          85554      4161            41.61           2024-12-18T14:47:07.177479+08:00
3          85559      4162            41.62           2024-12-18T14:47:07.180889+08:00
7          85561      4129            41.29           2024-12-18T14:47:07.193328+08:00
11         85555      4198            41.98           2024-12-18T14:47:07.20184+08:00
14         85553      3977            39.77           2024-12-18T14:47:07.205409+08:00
17         85550      4379            43.79           2024-12-18T14:47:07.213996+08:00
2          85560      4200            42.00           2024-12-18T14:47:07.225475+08:00
18         85542      4352            43.52           2024-12-18T14:47:07.227171+08:00
20         85548      4312            43.12           2024-12-18T14:47:07.230616+08:00
21         85543      4348            43.48           2024-12-18T14:47:07.23331+08:00
22         85549      4421            44.21           2024-12-18T14:47:07.233899+08:00
16         85540      4343            43.43           2024-12-18T14:47:07.235709+08:00
9          85558      4191            41.91           2024-12-18T14:47:07.23651+08:00
5          85544      4263            42.63           2024-12-18T14:47:07.244736+08:00
12         85556      4200            42.00           2024-12-18T14:47:07.252607+08:00
6          85563      4100            41.00           2024-12-18T14:47:07.253472+08:00
19         85541      4396            43.96           2024-12-18T14:47:07.262862+08:00
0          85552      4404            44.04           2024-12-18T14:47:07.263552+08:00
4          85545      4356            43.56           2024-12-18T14:47:07.267694+08:00
10         85551      4426            44.26           2024-12-18T14:47:07.270439+08:00
8          85557      4239            42.39           2024-12-18T14:47:07.27199+08:00
23         85546      4300            43.00           2024-12-18T14:47:07.272437+08:00
13         85547      4432            44.32           2024-12-18T14:47:07.289469+08:00
14         85553      4065            40.65           2024-12-18T14:47:07.293347+08:00
17         85550      4465            44.65           2024-12-18T14:47:07.300376+08:00
3          85559      4284            42.84           2024-12-18T14:47:07.303241+08:00
1          85554      4297            42.97           2024-12-18T14:47:07.31394+08:00
15         85562      4268            42.68           2024-12-18T14:47:07.317663+08:00
11         85555      4315            43.15           2024-12-18T14:47:07.319119+08:00
5          85544      4342            43.42           2024-12-18T14:47:07.323621+08:00
9          85558      4282            42.82           2024-12-18T14:47:07.327484+08:00
7          85561      4277            42.77           2024-12-18T14:47:07.341902+08:00
18         85542      4469            44.69           2024-12-18T14:47:07.343532+08:00
20         85548      4425            44.25           2024-12-18T14:47:07.343706+08:00
21         85543      4459            44.59           2024-12-18T14:47:07.344182+08:00
22         85549      4533            45.33           2024-12-18T14:47:07.346001+08:00
2          85560      4321            43.21           2024-12-18T14:47:07.346583+08:00
16         85540      4460            44.60           2024-12-18T14:47:07.352552+08:00
12         85556      4301            43.01           2024-12-18T14:47:07.3545+08:00
6          85563      4214            42.14           2024-12-18T14:47:07.368317+08:00
23         85546      4400            44.00           2024-12-18T14:47:07.372333+08:00
19         85541      4507            45.07           2024-12-18T14:47:07.37352+08:00
14         85553      4148            41.48           2024-12-18T14:47:07.376402+08:00
4          85545      4472            44.72           2024-12-18T14:47:07.383395+08:00
13         85547      4536            45.36           2024-12-18T14:47:07.393994+08:00
10         85551      4550            45.50           2024-12-18T14:47:07.394897+08:00
8          85557      4363            43.63           2024-12-18T14:47:07.396034+08:00
3          85559      4384            43.84           2024-12-18T14:47:07.402489+08:00
0          85552      4544            45.44           2024-12-18T14:47:07.404242+08:00
20         85548      4500            45.00           2024-12-18T14:47:07.418371+08:00
9          85558      4378            43.78           2024-12-18T14:47:07.423762+08:00
14         85553      4200            42.00           2024-12-18T14:47:07.427852+08:00
1          85554      4417            44.17           2024-12-18T14:47:07.433769+08:00
5          85544      4467            44.67           2024-12-18T14:47:07.448848+08:00
3          85559      4436            44.36           2024-12-18T14:47:07.455367+08:00
17         85550      4631            46.31           2024-12-18T14:47:07.465873+08:00
16         85540      4576            45.76           2024-12-18T14:47:07.469212+08:00
9          85558      4428            44.28           2024-12-18T14:47:07.473476+08:00
7          85561      4410            44.10           2024-12-18T14:47:07.474459+08:00
19         85541      4613            46.13           2024-12-18T14:47:07.47953+08:00
15         85562      4437            44.37           2024-12-18T14:47:07.486176+08:00
18         85542      4621            46.21           2024-12-18T14:47:07.495489+08:00
11         85555      4493            44.93           2024-12-18T14:47:07.497323+08:00
12         85556      4449            44.49           2024-12-18T14:47:07.502109+08:00
10         85551      4664            46.64           2024-12-18T14:47:07.509034+08:00
2          85560      4484            44.84           2024-12-18T14:47:07.509455+08:00
23         85546      4538            45.38           2024-12-18T14:47:07.510528+08:00
6          85563      4363            43.63           2024-12-18T14:47:07.51656+08:00
5          85544      4539            45.39           2024-12-18T14:47:07.521217+08:00
20         85548      4607            46.07           2024-12-18T14:47:07.526126+08:00
21         85543      4642            46.42           2024-12-18T14:47:07.527216+08:00
22         85549      4716            47.16           2024-12-18T14:47:07.529208+08:00
14         85553      4308            43.08           2024-12-18T14:47:07.536412+08:00
3          85559      4519            45.19           2024-12-18T14:47:07.537858+08:00
13         85547      4700            47.00           2024-12-18T14:47:07.558127+08:00
10         85551      4720            47.20           2024-12-18T14:47:07.56427+08:00
1          85554      4548            45.48           2024-12-18T14:47:07.564308+08:00
19         85541      4700            47.00           2024-12-18T14:47:07.566428+08:00
9          85558      4521            45.21           2024-12-18T14:47:07.566858+08:00
5          85544      4600            46.00           2024-12-18T14:47:07.581524+08:00
8          85557      4549            45.49           2024-12-18T14:47:07.581567+08:00
0          85552      4723            47.23           2024-12-18T14:47:07.582426+08:00
